gender,education,occupation,not_on_time_rate,borrow_duration,borrow_duration_label,distance,price_range,pages_range,season,name
female,others,blue collar,0.23076923076923078,8.0,on time,10.133614049221999,medium,very large,spring,multnomah county library kenton
female,college,blue collar,0.09090909090909091,18.0,on time,0.6793977486649689,very high,very large,spring,multnomah county library sellwood moreland
male,graduate degree,education,0.3076923076923077,12.0,on time,13.880202634658623,high,medium,spring,multnomah county library north portland
female,others,tech,0.058823529411764705,5.0,on time,2.830850846235067,medium,large,spring,multnomah county library north portland
female,high school,tech,0.36,11.0,on time,5.087488834602298,high,large,spring,multnomah county library holgate
female,graduate degree,others,0.16666666666666666,20.0,on time,1.541037457658633,very high,very large,spring,multnomah county library hillsdale
male,high school,admin,0.4444444444444444,128.0,not on time,10.17512721851682,very high,large,spring,multnomah county library central
female,high school,others,0.16666666666666666,15.0,on time,4.419474280650838,very high,very large,spring,multnomah county library north portland
female,high school,sales,0.125,9.0,on time,1.9452233931871827,high,very large,spring,multnomah county library
male,college,tech,0.08333333333333333,6.0,on time,6.334978622813522,high,large,spring,multnomah county library kenton
male,college,others,0.16666666666666666,8.0,on time,1.4166284893176386,medium,large,spring,multnomah county library albina
female,others,others,0.2727272727272727,24.0,on time,1.4003271902035848,very high,very large,spring,multnomah county library midland
male,college,tech,0.18181818181818182,27.0,on time,2.5950350031672405,high,medium,spring,multnomah county library hollywood library
female,graduate degree,tech,0.23076923076923078,14.0,on time,3.398812609194896,medium,medium,spring,multnomah county library hollywood library
female,high school,admin,0.2597402597402597,25.0,on time,0.6299505177828912,medium,medium,spring,multnomah county library
male,graduate degree,admin,0.3333333333333333,70.0,not on time,9.188176322320512,very high,very large,spring,multnomah county library central
male,college,sales,0.5,8.0,on time,4.392142584225395,high,very large,spring,multnomah county library gregory heights
female,high school,blue collar,0.058823529411764705,16.0,on time,2.727596784756541,medium,large,spring,multnomah county library kenton
male,others,education,0.3333333333333333,11.0,on time,4.674218811101759,medium,very large,spring,multnomah county library midland
female,others,admin,0.125,17.0,on time,1.5483669677456717,high,very large,spring,multnomah county library northwest
male,graduate degree,sales,0.0,24.0,on time,1.901955591247454,high,medium,spring,multnomah county library gregory heights
female,college,tech,0.45454545454545453,251.0,not on time,3.8287292156794153,medium,small,spring,multnomah county library
female,high school,sales,0.0,21.0,on time,3.89249906599336,medium,medium,spring,multnomah county library st johns
female,others,sales,0.25,15.0,on time,4.167963254758185,high,large,spring,multnomah county library
female,high school,tech,0.23529411764705882,10.0,on time,4.331957033061036,medium,medium,spring,multnomah county library north portland
female,high school,tech,0.25,13.0,on time,6.500332484922739,low,medium,spring,multnomah county library holgate
female,others,education,0.3333333333333333,11.0,on time,2.939497231036008,high,very large,spring,multnomah county library sellwood moreland
male,graduate degree,admin,0.09090909090909091,19.0,on time,3.4822326461566466,very high,very large,spring,multnomah county library holgate
male,others,blue collar,0.5555555555555556,173.0,not on time,12.293599039249456,high,very large,spring,multnomah county library woodstock
male,graduate degree,blue collar,0.18181818181818182,12.0,on time,7.024938711431796,medium,medium,spring,multnomah county library st johns
female,others,sales,0.3333333333333333,8.0,on time,3.1644106640010023,medium,large,spring,multnomah county library
male,high school,admin,0.375,20.0,on time,2.469521467474427,very high,very large,spring,multnomah county library northwest
female,others,others,0.1724137931034483,17.0,on time,1.2885322848453895,high,large,spring,multnomah county library
female,high school,tech,0.18181818181818182,13.0,on time,4.146368459955571,very high,large,spring,multnomah county library hollywood library
male,others,business,0.0,14.0,on time,1.3686627853917517,medium,medium,spring,multnomah county library midland
female,graduate degree,sales,0.4444444444444444,8.0,on time,4.992554179742974,very high,large,spring,multnomah county library kenton
female,high school,blue collar,0.1,25.0,on time,5.198366623070608,high,large,spring,multnomah county library capitol hill
male,high school,admin,0.2857142857142857,10.0,on time,4.797637080587298,medium,medium,spring,multnomah county library hillsdale
female,others,sales,0.25,17.0,on time,6.946755311912775,medium,medium,spring,multnomah county library belmont
male,high school,education,0.4444444444444444,16.0,on time,1.4277473590128076,very high,large,spring,multnomah county library albina
male,college,blue collar,0.2597402597402597,20.0,on time,2.818556605116358,medium,medium,spring,multnomah county library northwest
female,others,blue collar,0.18181818181818182,13.0,on time,0.7294735493353003,medium,medium,spring,multnomah county library kenton
female,graduate degree,others,0.18181818181818182,7.0,on time,4.5777907329294845,very high,medium,spring,multnomah county library kenton
male,others,sales,0.0,13.0,on time,3.023281287859433,very high,very large,spring,multnomah county library
female,others,sales,0.2597402597402597,6.0,on time,0.6437650638212246,medium,medium,spring,multnomah county library northwest
male,high school,business,0.3333333333333333,15.0,on time,6.525751419261578,medium,medium,spring,multnomah county library st johns
female,graduate degree,blue collar,0.058823529411764705,24.0,on time,6.090880988955137,medium,large,spring,multnomah county library
female,high school,business,0.2,24.0,on time,1.255797079114922,very high,very large,spring,multnomah county library
male,high school,admin,0.2,14.0,on time,4.943848645776522,very high,large,spring,multnomah county library holgate
female,others,tech,0.2597402597402597,19.0,on time,3.2243748882256726,very high,large,spring,friends of the multnomah county library
male,others,blue collar,0.0,27.0,on time,1.763122742406332,very high,medium,spring,multnomah county library sellwood moreland
female,high school,education,0.2857142857142857,25.0,on time,5.027563048933382,very high,large,spring,multnomah county library hollywood library
male,others,admin,0.25,20.0,on time,2.344458616055298,medium,medium,spring,multnomah county library woodstock
female,graduate degree,others,0.16666666666666666,26.0,on time,2.984589829329226,high,large,spring,multnomah county library
male,graduate degree,education,0.0,16.0,on time,2.4498047010107906,high,medium,spring,multnomah county library woodstock
unknown,college,tech,0.16666666666666666,13.0,on time,5.722223917868819,low,small,spring,multnomah county library
male,college,tech,0.4,11.0,on time,0.6102428203158654,medium,medium,spring,multnomah county library
female,graduate degree,sales,0.16666666666666666,17.0,on time,7.476978892665665,low,small,spring,multnomah county library midland
male,others,others,0.1,22.0,on time,7.034343126063939,medium,large,spring,multnomah county library st johns
male,others,tech,0.0,16.0,on time,1.2772919893032957,medium,small,spring,multnomah county library woodstock
female,graduate degree,blue collar,0.3076923076923077,314.0,not on time,6.95041813465258,high,medium,spring,multnomah county library belmont
female,high school,business,0.1875,22.0,on time,0.8034881569138589,very high,medium,spring,friends of the multnomah county library
male,graduate degree,education,0.06666666666666667,21.0,on time,8.928321681062805,low,small,spring,friends of the multnomah county library
female,graduate degree,admin,0.1724137931034483,265.0,not on time,2.4697906659033273,high,large,spring,multnomah county library central
female,graduate degree,blue collar,0.4166666666666667,20.0,on time,0.598673367926127,very high,very large,spring,friends of the multnomah county library
female,graduate degree,tech,0.2597402597402597,10.0,on time,4.38279972523788,medium,medium,spring,multnomah county library gregory heights
female,others,blue collar,0.4166666666666667,95.0,not on time,7.84644425477608,very high,very large,spring,multnomah county library woodstock
male,graduate degree,others,0.2,6.0,on time,2.9490240400201575,medium,medium,spring,multnomah county library gregory heights
male,graduate degree,admin,0.3,17.0,on time,0.9053143092370181,low,large,spring,multnomah county library sellwood moreland
female,graduate degree,admin,0.07692307692307693,23.0,on time,8.022129987769919,medium,medium,spring,multnomah county library st johns
male,graduate degree,others,0.16666666666666666,13.0,on time,4.1707428178705825,high,very large,spring,multnomah county library hollywood library
female,high school,others,0.2597402597402597,15.0,on time,4.631095808028979,very high,very large,spring,multnomah county library albina
male,college,admin,0.08333333333333333,7.0,on time,4.8399186548878665,high,large,spring,multnomah county library sellwood moreland
male,others,sales,0.25,20.0,on time,3.711119434813309,medium,small,spring,multnomah county library
female,graduate degree,admin,0.08333333333333333,22.0,on time,5.4612843468529775,medium,medium,spring,multnomah county library st johns
male,graduate degree,blue collar,0.2,5.0,on time,5.7625209542022064,medium,medium,spring,multnomah county library hillsdale
male,graduate degree,education,0.2727272727272727,11.0,on time,1.6273041270449151,high,large,spring,multnomah county library central
female,high school,education,0.1875,275.0,not on time,5.813071997321488,very high,medium,spring,multnomah county library sellwood moreland
female,high school,admin,0.2857142857142857,19.0,on time,1.4408326338424997,medium,large,spring,multnomah county library central
male,graduate degree,education,0.36363636363636365,10.0,on time,4.544416752730399,low,small,spring,multnomah county library belmont
female,others,sales,0.0,26.0,on time,2.223642665468086,very high,very large,spring,multnomah county library north portland
female,high school,business,0.42857142857142855,11.0,on time,9.150164834023327,medium,medium,spring,multnomah county library hillsdale
female,college,blue collar,0.14285714285714285,185.0,not on time,2.6424194258933156,medium,medium,spring,multnomah county library hollywood library
male,college,admin,0.2,126.0,not on time,11.681841022415783,medium,large,spring,multnomah county library central
female,college,sales,0.14285714285714285,25.0,on time,0.5654059999371621,medium,medium,spring,multnomah county library hollywood library
male,others,others,0.1724137931034483,20.0,on time,5.811344690630496,very high,very large,spring,multnomah county library central
male,college,admin,0.3333333333333333,5.0,on time,2.290511451118095,medium,medium,spring,multnomah county library sellwood moreland
female,college,business,0.25,24.0,on time,4.401783513564948,very high,medium,spring,multnomah county library sellwood moreland
male,college,admin,0.0,23.0,on time,4.813322203097869,medium,medium,spring,multnomah county library north portland
female,college,business,0.3333333333333333,12.0,on time,6.651900104041232,high,large,spring,multnomah county library hollywood library
male,graduate degree,tech,0.4,23.0,on time,0.671498891383938,very high,large,spring,multnomah county library capitol hill
male,high school,business,0.1,22.0,on time,1.255797079114922,medium,large,spring,multnomah county library
male,college,education,0.0,10.0,on time,8.630141323046674,very high,very large,spring,multnomah county library sellwood moreland
male,high school,education,0.4,25.0,on time,1.3586370682512894,high,large,spring,multnomah county library woodstock
male,others,tech,0.2857142857142857,14.0,on time,2.622087494184459,low,small,spring,multnomah county library north portland
male,others,business,0.0,8.0,on time,4.708909900108328,medium,medium,spring,multnomah county library north portland
female,college,business,0.18181818181818182,21.0,on time,4.938545514475745,high,medium,spring,multnomah county library midland
female,graduate degree,business,0.2597402597402597,81.0,not on time,15.494185484443806,high,large,spring,multnomah county library gregory heights
female,college,tech,0.25,75.0,not on time,15.76295279440316,medium,large,spring,multnomah county library sellwood moreland
male,graduate degree,sales,0.15384615384615385,12.0,on time,3.4501951898669776,low,medium,spring,multnomah county library north portland
male,others,admin,0.5,41.0,not on time,12.196650379625263,high,very large,spring,multnomah county library belmont
female,others,education,0.18181818181818182,13.0,on time,7.076319467565582,medium,medium,spring,multnomah county library
female,high school,admin,0.1724137931034483,12.0,on time,4.431746760150941,very high,very large,spring,multnomah county library woodstock
male,graduate degree,blue collar,0.2857142857142857,16.0,on time,4.788317999449367,very high,very large,spring,multnomah county library belmont
male,high school,admin,0.08333333333333333,70.0,not on time,15.648694406039397,high,large,spring,multnomah county library central
female,others,education,0.0,24.0,on time,4.526185512491436,medium,medium,spring,multnomah county library holgate
female,college,admin,0.6666666666666666,149.0,not on time,2.1187767957453993,very high,very large,spring,multnomah county library hillsdale
male,college,education,0.5555555555555556,6.0,on time,0.48820682535637594,high,very large,spring,multnomah county library central
unknown,others,tech,0.0,15.0,on time,0.7025327793987834,high,medium,spring,multnomah county library sellwood moreland
male,graduate degree,education,0.1,22.0,on time,4.206251532803082,high,large,spring,multnomah county library central
female,college,business,0.5,68.0,not on time,7.251799247836804,high,very large,spring,multnomah county library st johns
female,high school,business,0.1724137931034483,10.0,on time,3.5410682621985887,high,large,spring,multnomah county library
male,college,admin,0.25,19.0,on time,4.790523721300294,low,small,spring,multnomah county library belmont
male,others,sales,0.125,15.0,on time,3.7371938437744507,medium,medium,spring,multnomah county library st johns
female,graduate degree,admin,0.25,8.0,on time,2.88163735456749,medium,large,spring,multnomah county library belmont
female,others,sales,0.16666666666666666,126.0,not on time,5.014857245493942,medium,medium,spring,multnomah county library kenton
male,high school,others,0.5625,26.0,on time,0.6775821359690927,very high,very large,spring,multnomah county library hillsdale
male,college,education,0.0,15.0,on time,2.777440375902752,medium,medium,spring,multnomah county library gregory heights
male,graduate degree,business,0.25,18.0,on time,6.8722611115057255,medium,small,spring,multnomah county library north portland
female,graduate degree,sales,0.2857142857142857,21.0,on time,4.5809928369901805,very high,very large,spring,multnomah county library albina
male,high school,sales,0.2,26.0,on time,6.380519091660655,high,large,spring,multnomah county library hillsdale
female,high school,admin,0.3076923076923077,17.0,on time,7.416376203105273,low,small,spring,multnomah county library
female,high school,tech,0.1111111111111111,23.0,on time,6.285567196876751,high,medium,spring,multnomah county library midland
female,high school,sales,0.15384615384615385,14.0,on time,1.8011470790711428,medium,medium,spring,friends of the multnomah county library
male,others,blue collar,0.3076923076923077,23.0,on time,2.477796970887346,high,medium,spring,multnomah county library north portland
male,graduate degree,sales,0.6,346.0,not on time,2.0794691146509656,high,very large,spring,multnomah county library holgate
female,college,others,0.16666666666666666,21.0,on time,4.507653540201436,very high,very large,spring,multnomah county library woodstock
male,high school,others,0.2,26.0,on time,4.066137072314696,medium,medium,spring,multnomah county library hollywood library
male,high school,tech,0.4166666666666667,162.0,not on time,15.689430586957915,very high,very large,spring,multnomah county library holgate
female,high school,blue collar,0.15384615384615385,20.0,on time,2.7151205234966325,medium,very large,spring,multnomah county library belmont
male,graduate degree,admin,0.2857142857142857,63.0,not on time,7.053429942185409,very high,very large,spring,multnomah county library belmont
female,college,business,0.25,6.0,on time,7.386446319722601,very high,very large,spring,multnomah county library kenton
female,others,business,0.2857142857142857,10.0,on time,2.077698233683031,very high,very large,spring,multnomah county library northwest
male,others,others,0.25,15.0,on time,4.460016075340336,medium,small,spring,multnomah county library
male,others,business,0.0,14.0,on time,0.693713981724691,medium,medium,spring,multnomah county library midland
male,high school,sales,0.4444444444444444,135.0,not on time,12.117730962836392,very high,large,spring,friends of the multnomah county library
male,college,admin,0.2,19.0,on time,4.803841265098896,medium,medium,spring,multnomah county library woodstock
male,high school,others,0.36,324.0,not on time,3.672817757286994,medium,very large,spring,multnomah county library kenton
female,high school,business,0.42857142857142855,17.0,on time,5.451456621437959,medium,large,spring,multnomah county library hollywood library
male,college,tech,0.0,9.0,on time,11.834687040030389,medium,small,spring,multnomah county library midland
male,high school,blue collar,0.3333333333333333,89.0,not on time,5.283123874283525,high,very large,spring,multnomah county library belmont
male,college,business,0.36363636363636365,42.0,not on time,6.884647719119948,low,small,spring,multnomah county library gregory heights
male,graduate degree,admin,0.25,9.0,on time,6.793252256042206,low,medium,spring,multnomah county library kenton
female,graduate degree,sales,0.6666666666666666,146.0,not on time,6.2571869563385425,very high,very large,spring,multnomah county library
male,others,education,0.16666666666666666,27.0,on time,2.074020322296253,medium,large,spring,multnomah county library northwest
female,college,sales,0.14285714285714285,16.0,on time,1.9585951856601498,very high,very large,spring,multnomah county library central
female,high school,others,0.125,15.0,on time,5.710925157348081,medium,large,spring,multnomah county library albina
male,college,blue collar,0.2222222222222222,6.0,on time,5.896203291363181,medium,medium,spring,multnomah county library sellwood moreland
female,graduate degree,blue collar,0.25,349.0,not on time,8.781445378161456,low,medium,spring,multnomah county library belmont
female,high school,sales,0.25,7.0,on time,4.876536707826502,high,large,spring,multnomah county library north portland
female,high school,business,0.0,8.0,on time,5.592225717179138,medium,large,spring,multnomah county library belmont
female,college,blue collar,0.2857142857142857,18.0,on time,0.7239517578904088,medium,large,spring,multnomah county library albina
female,high school,blue collar,0.3333333333333333,277.0,not on time,0.09093329233814516,medium,medium,spring,multnomah county library st johns
male,college,admin,0.2,16.0,on time,5.253622919902222,very high,very large,spring,multnomah county library midland
male,college,sales,0.14285714285714285,6.0,on time,4.75132733278089,medium,medium,spring,multnomah county library capitol hill
unknown,high school,blue collar,0.18181818181818182,13.0,on time,1.8404341441995489,medium,medium,spring,multnomah county library belmont
male,high school,blue collar,0.18181818181818182,11.0,on time,0.7233535324317389,high,large,spring,multnomah county library gregory heights
male,high school,admin,0.18181818181818182,14.0,on time,4.977365359928889,very high,large,spring,multnomah county library albina
female,others,admin,0.18181818181818182,15.0,on time,2.0821638163465037,high,large,spring,multnomah county library hillsdale
male,others,education,0.4,22.0,on time,1.6065468418506061,high,large,spring,multnomah county library hollywood library
female,college,others,0.07692307692307693,27.0,on time,0.725969774906853,medium,medium,spring,multnomah county library north portland
male,college,blue collar,0.25,17.0,on time,6.836981199087461,medium,medium,spring,multnomah county library belmont
male,others,blue collar,0.36363636363636365,203.0,not on time,5.8897728838628645,medium,large,spring,multnomah county library
male,high school,admin,0.06666666666666667,5.0,on time,3.453981548330027,low,small,spring,multnomah county library sellwood moreland
female,college,education,0.16666666666666666,5.0,on time,4.901167973987868,very high,very large,spring,friends of the multnomah county library
female,high school,business,0.375,11.0,on time,1.6786088381013653,very high,very large,spring,multnomah county library hillsdale
male,graduate degree,sales,0.2857142857142857,19.0,on time,6.77850370384958,low,small,spring,multnomah county library belmont
male,graduate degree,admin,0.0,22.0,on time,1.9012330479526447,medium,medium,spring,multnomah county library gregory heights
female,graduate degree,others,0.2857142857142857,234.0,not on time,3.5417325278881466,medium,small,spring,multnomah county library albina
male,college,others,0.6,301.0,not on time,4.9055232146841945,high,very large,spring,multnomah county library gregory heights
unknown,graduate degree,education,0.18181818181818182,349.0,not on time,4.239932239889157,medium,medium,spring,multnomah county library albina
male,high school,tech,0.6,15.0,on time,5.386646636893707,high,large,spring,multnomah county library central
female,high school,business,0.5555555555555556,134.0,not on time,5.495870533922823,very high,very large,spring,multnomah county library hillsdale
female,high school,education,0.14285714285714285,14.0,on time,0.6631288890200756,medium,medium,spring,multnomah county library
female,graduate degree,business,0.3333333333333333,21.0,on time,4.187134558230289,low,small,spring,multnomah county library gregory heights
unknown,high school,education,0.16666666666666666,8.0,on time,2.868365998002869,medium,medium,spring,multnomah county library woodstock
female,high school,others,0.16666666666666666,20.0,on time,4.4338116739451285,very high,very large,spring,friends of the multnomah county library
male,college,others,0.1,13.0,on time,2.8088802193517246,high,large,spring,multnomah county library albina
male,graduate degree,others,0.25,16.0,on time,0.9003304065984576,low,medium,spring,multnomah county library hollywood library
female,others,education,0.5555555555555556,92.0,not on time,11.110686705420465,high,very large,spring,multnomah county library central
female,others,sales,0.16666666666666666,12.0,on time,1.3946264444296168,low,small,spring,multnomah county library sellwood moreland
female,graduate degree,business,0.75,86.0,not on time,8.270455114106651,very high,very large,spring,multnomah county library st johns
male,high school,blue collar,0.1,21.0,on time,3.313994707421692,high,large,spring,multnomah county library albina
male,high school,others,0.2597402597402597,77.0,not on time,0.7135854999401672,medium,medium,spring,multnomah county library kenton
female,graduate degree,admin,0.25,18.0,on time,1.3232638804747512,medium,medium,spring,multnomah county library holgate
male,high school,sales,0.08333333333333333,25.0,on time,5.8960774797276025,medium,medium,spring,multnomah county library holgate
female,college,blue collar,0.2727272727272727,63.0,not on time,11.243607820745806,very high,very large,spring,multnomah county library capitol hill
female,others,tech,0.07692307692307693,19.0,on time,1.7013310035287994,medium,medium,spring,friends of the multnomah county library
female,high school,others,0.3076923076923077,11.0,on time,3.7910385482996865,low,small,spring,multnomah county library hollywood library
male,college,blue collar,0.2857142857142857,56.0,not on time,3.47304128583101,high,medium,spring,multnomah county library gregory heights
male,others,blue collar,0.1875,10.0,on time,4.508647699932951,very high,medium,spring,multnomah county library albina
unknown,graduate degree,admin,0.2597402597402597,24.0,on time,1.988660093409679,high,large,spring,multnomah county library capitol hill
male,others,business,0.42857142857142855,178.0,not on time,5.949631419670008,very high,large,spring,multnomah county library belmont
male,college,admin,0.18181818181818182,141.0,not on time,4.604935083916452,very high,large,spring,multnomah county library
male,high school,others,0.1111111111111111,25.0,on time,4.405573332758783,high,medium,spring,multnomah county library
female,high school,sales,0.4,26.0,on time,2.910917406451001,high,very large,spring,multnomah county library hollywood library
female,college,admin,0.23529411764705882,6.0,on time,4.293258058079078,medium,medium,spring,multnomah county library
male,high school,admin,0.36363636363636365,10.0,on time,0.7635959189285185,low,small,spring,multnomah county library hollywood library
male,high school,sales,0.3333333333333333,8.0,on time,1.7929455371303409,very high,large,spring,multnomah county library holgate
male,graduate degree,blue collar,0.3076923076923077,13.0,on time,1.063782881812845,medium,very large,spring,multnomah county library
male,others,others,0.25,19.0,on time,5.892975614616709,very high,medium,spring,multnomah county library gregory heights
female,graduate degree,education,0.6,20.0,on time,5.59839316358226,high,very large,spring,multnomah county library gregory heights
female,college,tech,0.2857142857142857,16.0,on time,3.5346897924672933,medium,large,spring,multnomah county library sellwood moreland
female,high school,blue collar,0.3,17.0,on time,5.452179304495161,high,medium,spring,multnomah county library north portland
female,college,business,0.2,263.0,not on time,1.0027595088465722,medium,very large,spring,multnomah county library holgate
female,others,sales,0.2597402597402597,25.0,on time,0.7772299764590384,medium,medium,spring,multnomah county library sellwood moreland
male,high school,business,0.45454545454545453,17.0,on time,6.87455885184577,very high,very large,spring,multnomah county library holgate
female,college,admin,0.3076923076923077,18.0,on time,2.6846176680099516,very high,medium,spring,multnomah county library northwest
female,college,tech,0.0,9.0,on time,3.3213699533409464,very high,medium,spring,multnomah county library capitol hill
male,college,tech,0.0,26.0,on time,2.2123125403018062,medium,medium,spring,multnomah county library gregory heights
female,graduate degree,blue collar,0.23529411764705882,11.0,on time,3.1323873622657787,medium,medium,spring,multnomah county library northwest
male,graduate degree,others,0.14285714285714285,6.0,on time,1.7121625402177405,medium,medium,spring,multnomah county library north portland
female,college,others,0.6666666666666666,223.0,not on time,7.330443889429095,very high,very large,spring,multnomah county library northwest
male,college,others,0.16666666666666666,22.0,on time,0.8390965487109004,medium,medium,spring,multnomah county library north portland
female,high school,sales,0.2857142857142857,27.0,on time,1.4593995236999187,very high,very large,spring,multnomah county library kenton
male,graduate degree,others,0.2,23.0,on time,0.6502166474514159,medium,very large,spring,multnomah county library midland
female,high school,tech,0.42857142857142855,19.0,on time,0.7246630015188164,medium,medium,spring,multnomah county library central
female,others,sales,0.6,74.0,not on time,1.2741407329301266,high,very large,spring,multnomah county library albina
female,others,admin,0.14285714285714285,25.0,on time,8.897153826339112,medium,medium,spring,multnomah county library belmont
male,others,blue collar,0.1111111111111111,18.0,on time,7.47853541072979,medium,medium,spring,multnomah county library gregory heights
male,college,sales,0.16666666666666666,122.0,not on time,9.384569333662096,very high,very large,spring,multnomah county library woodstock
female,others,sales,0.5,18.0,on time,1.8859744619938106,medium,small,spring,multnomah county library hollywood library
female,college,others,0.125,12.0,on time,7.008656256474235,medium,medium,summer,multnomah county library hillsdale
male,others,education,0.1724137931034483,7.0,on time,6.266688057815091,high,large,summer,multnomah county library central
female,graduate degree,admin,0.2857142857142857,20.0,on time,6.656489111889597,medium,small,summer,multnomah county library sellwood moreland
female,college,sales,0.2857142857142857,10.0,on time,3.607708541812605,medium,medium,summer,multnomah county library central
male,college,sales,0.3076923076923077,22.0,on time,5.382058031621272,low,small,summer,multnomah county library holgate
male,others,admin,0.2857142857142857,18.0,on time,10.419505545279224,low,small,summer,multnomah county library holgate
unknown,graduate degree,others,0.3333333333333333,13.0,on time,6.117376381689325,very high,large,summer,multnomah county library central
unknown,others,admin,0.2597402597402597,90.0,not on time,3.102375045550799,high,large,summer,multnomah county library hollywood library
female,others,sales,0.16666666666666666,11.0,on time,3.9429228380571972,high,large,summer,multnomah county library st johns
male,high school,education,0.0,12.0,on time,7.779257525046831,very high,very large,summer,multnomah county library holgate
male,high school,sales,0.45454545454545453,116.0,not on time,15.607765535817258,very high,very large,summer,multnomah county library kenton
female,high school,admin,0.45454545454545453,60.0,not on time,3.846901083113109,medium,small,summer,multnomah county library st johns
female,graduate degree,tech,0.23076923076923078,14.0,on time,3.9182428353334506,high,large,summer,multnomah county library st johns
male,college,admin,0.2222222222222222,16.0,on time,5.175569866949712,medium,medium,summer,multnomah county library midland
male,college,sales,0.07692307692307693,20.0,on time,3.013284152454288,medium,medium,summer,multnomah county library midland
female,high school,admin,0.2222222222222222,19.0,on time,2.150560667663653,medium,medium,summer,multnomah county library
male,college,admin,0.1875,20.0,on time,0.7029461766999404,very high,medium,summer,multnomah county library hillsdale
male,high school,others,0.4,16.0,on time,3.5543606107097467,very high,very large,summer,multnomah county library hillsdale
female,college,blue collar,0.5,73.0,not on time,7.14602531682077,high,very large,summer,multnomah county library midland
female,graduate degree,others,0.2857142857142857,49.0,not on time,3.7252639290515708,low,small,summer,multnomah county library holgate
male,graduate degree,blue collar,0.125,5.0,on time,4.233801110847111,medium,large,summer,multnomah county library midland
female,college,tech,0.2,27.0,on time,11.336516045498312,very high,medium,summer,multnomah county library
male,others,others,0.1111111111111111,23.0,on time,6.219611280256299,medium,medium,summer,multnomah county library hollywood library
female,graduate degree,blue collar,0.25,22.0,on time,7.617431174626182,medium,large,summer,multnomah county library belmont
female,college,admin,0.375,17.0,on time,8.638296761257125,medium,large,summer,multnomah county library north portland
male,graduate degree,education,0.14285714285714285,24.0,on time,1.3807390155391812,very high,very large,summer,multnomah county library
male,others,others,0.25,15.0,on time,2.5254092197472287,high,very large,summer,multnomah county library midland
female,high school,education,0.5,7.0,on time,2.1089866451227275,very high,large,summer,multnomah county library sellwood moreland
female,graduate degree,tech,0.2,24.0,on time,5.237871761231258,very high,large,summer,multnomah county library hollywood library
male,college,business,0.3,12.0,on time,7.3823574403936645,high,medium,summer,friends of the multnomah county library
male,others,blue collar,0.2857142857142857,5.0,on time,13.33846291018378,medium,medium,summer,multnomah county library belmont
female,high school,admin,0.14285714285714285,25.0,on time,7.491622250711677,medium,medium,summer,multnomah county library north portland
female,high school,education,0.18181818181818182,118.0,not on time,6.816541298050143,high,medium,summer,multnomah county library midland
male,college,others,0.45454545454545453,13.0,on time,1.8164929977494348,medium,small,summer,multnomah county library north portland
female,others,business,0.0,21.0,on time,10.882301337759452,high,medium,summer,multnomah county library gregory heights
male,others,business,0.1111111111111111,23.0,on time,14.302560822902244,high,medium,summer,multnomah county library capitol hill
female,others,blue collar,0.1111111111111111,23.0,on time,3.2161127403641605,low,small,summer,multnomah county library gregory heights
female,high school,business,0.125,12.0,on time,7.4179935390422775,medium,medium,summer,multnomah county library capitol hill
male,high school,education,0.0,20.0,on time,2.1382490605493008,medium,medium,summer,multnomah county library north portland
female,others,sales,0.2,18.0,on time,0.7670000156121941,medium,very large,summer,multnomah county library central
male,high school,tech,0.08333333333333333,11.0,on time,5.361378823029604,high,large,summer,multnomah county library north portland
female,high school,blue collar,0.1,15.0,on time,1.3886396148750548,medium,large,summer,multnomah county library belmont
female,others,tech,0.1111111111111111,23.0,on time,1.4258178251895277,medium,medium,summer,multnomah county library woodstock
male,high school,others,0.16666666666666666,18.0,on time,7.353012338161779,medium,medium,summer,multnomah county library central
male,college,sales,0.1111111111111111,9.0,on time,0.7049083490863647,medium,medium,summer,multnomah county library midland
male,graduate degree,admin,0.25,17.0,on time,0.8533103282635586,high,very large,summer,multnomah county library gregory heights
female,graduate degree,blue collar,0.42857142857142855,13.0,on time,6.101557391018835,medium,medium,summer,multnomah county library northwest
female,high school,admin,0.25,14.0,on time,0.6607970567873687,low,small,summer,multnomah county library kenton
female,high school,admin,0.3333333333333333,21.0,on time,2.228236003055931,high,medium,summer,multnomah county library
female,graduate degree,admin,0.25,9.0,on time,4.799726755497646,low,small,summer,multnomah county library northwest
male,high school,blue collar,0.0,7.0,on time,2.9059973043958474,medium,medium,summer,friends of the multnomah county library
unknown,high school,blue collar,0.8333333333333334,195.0,not on time,6.114981828128064,medium,medium,summer,multnomah county library
male,others,education,0.36363636363636365,26.0,on time,1.187382213201205,medium,large,summer,multnomah county library kenton
male,high school,blue collar,0.2597402597402597,20.0,on time,4.72220693924708,medium,medium,summer,multnomah county library sellwood moreland
male,others,others,0.6,332.0,not on time,5.071536675470506,high,large,summer,multnomah county library woodstock
male,graduate degree,education,0.23529411764705882,41.0,not on time,5.338811516021981,medium,medium,summer,multnomah county library hollywood library
female,others,tech,0.0,21.0,on time,2.7228173026867917,medium,medium,summer,multnomah county library belmont
male,high school,admin,0.09090909090909091,9.0,on time,3.5105665318345483,very high,very large,summer,multnomah county library midland
male,others,business,0.5,27.0,on time,1.3278557481962012,high,large,summer,multnomah county library gregory heights
male,high school,others,0.14285714285714285,5.0,on time,2.084249120766243,medium,medium,summer,multnomah county library midland
